"","Keyword ID","Date","Keyword","Headline","Line 1","Line 2","Impressions","Clicks","Avg_CPC","Cost","Position","actioncount","revenue","Competition","Volume","CTR","Conversion","Headline_KW_Words","Headline_KW_Count","KeywordinHeadline","KeywordinBody"
"188",9814,2006-12-30,"24 phone ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",32,9,0.701111111111111,6.31,1.57777777777778,1,14.6,0,1,0.28125,0.111111111111111,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"189",9815,2006-12-30,"24 tv show ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",28,2,0.6,1.2,1.74444444444444,0,0,0,0,0.0714285714285714,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.25,0
"190",9823,2006-12-30,"ringtones from 24","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",13,1,0.43,0.43,1.06,0,0,0,0,0.0769230769230769,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.666666666666667,0
"191",9825,2006-12-30,"ringtones ctu","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",38,10,0.64,6.4,1.1125,0,0,2,1,0.263157894736842,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,1,0.5
"192",9826,2006-12-30,"download 24 ringtone","24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones in 30 Seconds - It's Da Bomb!",9,1,0.79,0.79,1.16666666666667,0,0,0,1,0.111111111111111,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"193",9829,2006-12-30,"ctu phone ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",25,3,0.6,1.8,1.15714285714286,0,0,0,1,0.12,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0.333333333333333
"194",9833,2006-12-30,"24 tv show ringtones","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",61,5,0.662,3.31,1.06666666666667,0,0,0,2,0.0819672131147541,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.5,0
"195",9838,2006-12-30,"ringtones for 24","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",5,2,0.82,1.64,2.6,0,0,0,0,0.4,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.666666666666667,0
"196",9839,2006-12-30,"ringtones 24","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",390,47,0.573404255319149,26.95,1.69090909090909,4,49.2,2,2,0.120512820512821,0.0851063829787234,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,1,0
"197",9848,2006-12-30,"24 ringtone verizon","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",7,2,0.865,1.73,2.94,0,0,0,0,0.285714285714286,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"198",9850,2006-12-30,"ringtone for 24","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",7,0,0,0,2.25,0,0,0,0,0,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"199",9853,2006-12-30,"24 telephone ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",7,2,0.82,1.64,1.375,0,0,0,0,0.285714285714286,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"200",9860,2006-12-30,"24 ctu ringtones","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",23,3,0.836666666666667,2.51,1.375,0,0,0,1,0.130434782608696,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,1,0.333333333333333
"201",1591,2006-12-31,"buckcherry ringtones","Get Buckcherry Ringtones","Get Buckcherry Ring Tones Now","Tones to Your Phone in 30 Seconds!",21,3,0.703333333333333,2.11,1.85,0,0,0,1,0.142857142857143,0,"buckcherry,ringtones,Ringtones,ringtone,ring,tone,tones",7,1,0.5
"202",1600,2006-12-31,"Three 6 Mafia Ringtones","Three 6 Mafia Tones","Poppin My Collar, Stay Fly & More.","Tones to Your Phone in 30 Seconds!",9,0,0,0,1.24,0,0,0,0,0,0,"Three,6,Mafia,A,tone,tones",6,0.75,0
"203",1683,2006-12-31,"Carrie Underwood Ringtones","Carrie Underwood Tones","Jesus, Take The Wheel & Many More.","Tones to Your Phone in 30 Seconds!",38,5,0.75,3.75,2.25,0,0,0,1,0.131578947368421,0,"Carrie,Underwood,A,tone,tones",5,0.666666666666667,0
"204",1689,2006-12-31,"def leppard ringtones","Def Leppard Ringtones","Pour Some Sugar On Me and Many More","Tones to Your Phone in 30 Seconds!",3,1,0.86,0.86,1.25,1,14.6,2,0,0.333333333333333,1,"ringtones,Ringtones,def,leppard,A,ringtone,ring,tone,tones",9,1,0
"205",1980,2006-12-31,"System Of A Down Ringtones","System Of A Down Tones","Hypnotize, Chop Suey, Aerials, More","Tones to Your Phone in 30 Seconds!",7,0,0,0,2,0,0,2,0,0,0,"System,Of,A,Down,tone,tones",6,0.8,0
"206",2324,2006-12-31,"theme song ringtone","TV Theme Ringtones","Get {KeyWord: Your Favorite TV Ringtones}","Tones to Your Phone in 30 Seconds!",94,10,0.666,6.66,1.96666666666667,1,13.7,0,1,0.106382978723404,0.1,"ringtones,Ringtones,theme,ringtone,the,ring,tone,tones,tv",9,0.333333333333333,0
"207",2627,2006-12-31,"hawaiian music ringtones","{KeyWord: Complimentary Ringtones}","The Deal Everybody is Talking About","Tones to Your Phone in 30 Seconds!",3,0,0,0,1.66666666666667,0,0,0,0,0,0,"ringtones,Ringtones,A,ringtone,ring,tone,tones",7,0,0
"208",3039,2006-12-31,"ringtones panic at the disco","Panic! Ringtones","I Write Sins Not Tragedies Ringtone","Tones to Your Phone in 30 Seconds",42,7,0.548571428571429,3.84,1.06666666666667,0,0,0,1,0.166666666666667,0,"ringtones,Ringtones,A,ringtone,panic,ring,tone,tones",8,0.2,0
"209",3360,2006-12-31,"ringtones cascada","Get Cascada Ringtones","Get Everytime We Touch Ring Tone","Tones in 30 Seconds - It's Da Bomb!",14,0,0,0,3.76666666666667,0,0,0,0,0,0,"ringtones,Ringtones,A,ringtone,cascada,ring,tone,tones",8,1,0
"210",8288,2006-12-31,"Kid Rock Ringtones","Get Kid Rock Ringtones","Picture, Cowboy, Bawitdaba & More.","Tones in 30 Seconds - It's Da Bomb!",8,0,0,0,2.5,0,0,1,0,0,0,"ringtones,Ringtones,ringtone,Kid,Rock,ring,tone,tones",8,1,0
"211",9409,2006-12-31,"Gospel Ringtones","{KeyWord: Inspirational Ringtones}","The Newest Christian Ringtone Club","Tones to Your Phone in 30 Seconds!",109,15,0.853333333333333,12.8,2.3125,0,0,3,2,0.137614678899083,0,"ringtones,Ringtones,A,ringtone,at,ring,tone,tones",8,0,0
"212",9708,2006-12-31,"mosquito ring tone","Stealth Mosquito Ringtone","You know you want it - we got it!","Works with all carriers. Get it Now",144,13,0.805384615384615,10.47,3.95555555555556,1,14.6,0,2,0.0902777777777778,0.0769230769230769,"A,ringtone,mosquito,ring,tone",5,0.333333333333333,0
"213",9710,2006-12-31,"mosquito ringer","Stealth Mosquito Ringtone","Yeah, the one the adults can't hear","Works with all carriers. Get it Now",12,1,0.75,0.75,1,0,0,0,1,0.0833333333333333,0,"A,ringtone,mosquito,ring,tone",5,0.5,0
"214",9722,2006-12-31,"ultrasonic ringtone","Stealth Mosquito Ringtone","You know you want it - we got it!","Works with all carriers. Get it Now",21,2,0.71,1.42,1.6,0,0,0,1,0.0952380952380952,0,"A,ringtone,mosquito,ring,tone",5,0.5,0
"215",9724,2006-12-31,"ringtones adults can't hear","Mosquito Ringtone","Yeah, the one the adults can't hear","The one you are looking for.",3,0,0,0,1,0,0,0,0,0,0,"ringtone,mosquito,ring,tone",4,0,0.75
"216",9728,2006-12-31,"ringtone adults can't hear","Stealth Mosquito Ringtone","Yeah, the one the adults can't hear","Works with all carriers. Get it Now",19,1,0.3,0.3,1,1,14.6,0,0,0.0526315789473684,1,"A,ringtone,mosquito,ring,tone",5,0.25,0.75
"217",9756,2006-12-31,"family guy ringtones","Get Family Guy Ringtones","Your Favorite Family Guy Ringtones","Tones to Your Phone in 30 Seconds!",108,18,0.828888888888889,14.92,1.81111111111111,0,0,0,2,0.166666666666667,0,"ringtones,Ringtones,A,ringtone,ring,tone,family,guy,tones",9,1,1
"218",9788,2006-12-31,"ctu ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",144,13,0.691538461538462,8.99,1.96666666666667,1,13.7,4,2,0.0902777777777778,0.0769230769230769,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.5,0.5
"219",9789,2006-12-31,"24 ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",8,0,0,0,1.9,0,0,4,2,0,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.5,0
"220",9792,2006-12-31,"24 ring tones","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",64,12,0.658333333333333,7.9,1.97777777777778,1,13.7,3,1,0.1875,0.0833333333333333,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"221",9798,2006-12-31,"24 ringer","24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",1,0,0,0,7,0,0,0,1,0,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.5,0
"222",9800,2006-12-31,"ctu ringer","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",3,1,0.53,0.53,1,0,0,0,0,0.333333333333333,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.5,0.5
"223",9801,2006-12-31,"24 ringers","Complimentary 24 Tones","Theme, CTU Office Phone, Clock Tick","Tones in 30 Seconds - It's Da Bomb!",10,1,0.81,0.81,1.95,0,0,0,0,0.1,0,"A,tone,24,tones",4,0.5,0
"224",9802,2006-12-31,"fox 24 ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones in 30 Seconds - It's Da Bomb!",3,1,0.84,0.84,2.25,0,0,0,0,0.333333333333333,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"225",9807,2006-12-31,"ctu ringtone for","Get 24 CTU Ringtones","24 Theme, CTU Office Phone and More","Tones to Your Phone in 30 Seconds!",2,1,0.86,0.86,2,0,0,0,0,0.5,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0.333333333333333
"226",9809,2006-12-31,"fox 24 ringtones","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",9,1,0.79,0.79,1.66666666666667,0,0,0,0,0.111111111111111,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.666666666666667,0
"227",9810,2006-12-31,"24 theme ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",17,5,0.78,3.9,2.66666666666667,1,13.7,0,1,0.294117647058824,0.2,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"228",9814,2006-12-31,"24 phone ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",24,6,0.621666666666667,3.73,1.63,0,0,0,1,0.25,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"229",9815,2006-12-31,"24 tv show ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",11,2,0.78,1.56,2.625,0,0,0,0,0.181818181818182,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.25,0
"230",9823,2006-12-31,"ringtones from 24","24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones in 30 Seconds - It's Da Bomb!",6,0,0,0,1.56666666666667,0,0,0,0,0,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.666666666666667,0
"231",9825,2006-12-31,"ringtones ctu","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",36,7,0.578571428571429,4.05,1.95,0,0,2,1,0.194444444444444,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,1,0.5
"232",9826,2006-12-31,"download 24 ringtone","24 CTU Ringtones","24 Theme, CTU Office Phone and More","Tones in 30 Seconds - It's Da Bomb!",5,0,0,0,2.25,0,0,0,1,0,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0.333333333333333
"233",9829,2006-12-31,"ctu phone ringtone","24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones in 30 Seconds - It's Da Bomb!",2,0,0,0,1,0,0,0,1,0,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0.333333333333333
"234",9833,2006-12-31,"24 tv show ringtones","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",57,0,0,0,1.18571428571429,0,0,0,2,0,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.5,0
"235",9838,2006-12-31,"ringtones for 24","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",16,3,0.83,2.49,4.24,0,0,0,0,0.1875,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.666666666666667,0
"236",9839,2006-12-31,"ringtones 24","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",356,44,0.622045454545455,27.37,2.28333333333333,5,67.5,2,2,0.123595505617978,0.113636363636364,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,1,0
"237",9848,2006-12-31,"24 ringtone verizon","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",13,2,0.865,1.73,3.68,0,0,0,0,0.153846153846154,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"238",9850,2006-12-31,"ringtone for 24","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",3,0,0,0,3.33333333333333,0,0,0,0,0,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"239",9853,2006-12-31,"24 telephone ringtone","24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",4,1,0.6,0.6,1.5,0,0,0,0,0.25,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"240",9860,2006-12-31,"24 ctu ringtones","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",29,1,0.72,0.72,1.925,0,0,0,1,0.0344827586206897,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,1,0.333333333333333
"241",1591,2007-01-01,"buckcherry ringtones","Get Buckcherry Ringtones","Get Buckcherry Ring Tones Now","Tones to Your Phone in 30 Seconds!",8,3,0.71,2.13,1.5,1,13.7,0,1,0.375,0.333333333333333,"buckcherry,ringtones,Ringtones,ringtone,ring,tone,tones",7,1,0.5
"242",1600,2007-01-01,"Three 6 Mafia Ringtones","Three 6 Mafia Tones","Poppin My Collar, Stay Fly & More.","Tones to Your Phone in 30 Seconds!",18,3,0.833333333333333,2.5,1.58333333333333,0,0,0,0,0.166666666666667,0,"Three,6,Mafia,A,tone,tones",6,0.75,0
"243",1683,2007-01-01,"Carrie Underwood Ringtones","Carrie Underwood Tones","Jesus, Take The Wheel & Many More.","Tones to Your Phone in 30 Seconds!",36,0,0,0,1.5,0,0,0,1,0,0,"Carrie,Underwood,A,tone,tones",5,0.666666666666667,0
"244",1689,2007-01-01,"def leppard ringtones","Def Leppard Ringtones","Photograph, Love Bites, Hysteria","Tones to Your Phone in 30 Seconds!",4,0,0,0,1,0,0,2,0,0,0,"ringtones,Ringtones,def,leppard,A,ringtone,ring,tone,tones",9,1,0
"245",1980,2007-01-01,"System Of A Down Ringtones","System Of A Down Tones","Hypnotize, Chop Suey, Aerials, More","Tones to Your Phone in 30 Seconds!",14,0,0,0,1.83333333333333,0,0,2,0,0,0,"System,Of,A,Down,tone,tones",6,0.8,0
"246",2324,2007-01-01,"theme song ringtone","TV Theme Ringtones","Get {KeyWord: Your Favorite TV Ringtones}","Tones to Your Phone in 30 Seconds!",127,13,0.730769230769231,9.5,1.9375,0,0,0,1,0.102362204724409,0,"ringtones,Ringtones,theme,ringtone,the,ring,tone,tones,tv",9,0.333333333333333,0
"247",2627,2007-01-01,"hawaiian music ringtones","{KeyWord: Complimentary Ringtones}","The Deal Everybody is Talking About","Tones to Your Phone in 30 Seconds!",4,2,0.48,0.96,2,1,13.7,0,0,0.5,0.5,"ringtones,Ringtones,A,ringtone,ring,tone,tones",7,0,0
"248",3039,2007-01-01,"ringtones panic at the disco","Panic! Ringtones","I Write Sins Not Tragedies Ringtone","Tones to Your Phone in 30 Seconds",26,2,0.655,1.31,1.33333333333333,0,0,0,1,0.0769230769230769,0,"ringtones,Ringtones,A,ringtone,panic,ring,tone,tones",8,0.2,0
"249",3360,2007-01-01,"ringtones cascada","Everytime We Touch Tone","Get Cascada Ringtones Now","Tones in 30 Seconds - It's Da Bomb!",11,3,0.756666666666667,2.27,2.95,0,0,0,0,0.272727272727273,0,"tone",1,0,1
"250",8288,2007-01-01,"Kid Rock Ringtones","Get Kid Rock Ringtones","Picture, Cowboy, Bawitdaba & More.","Tones in 30 Seconds - It's Da Bomb!",4,1,0.69,0.69,1,0,0,1,0,0.25,0,"ringtones,Ringtones,ringtone,Kid,Rock,ring,tone,tones",8,1,0
"251",9409,2007-01-01,"Gospel Ringtones","{KeyWord: Inspirational Ringtones}","The Newest Christian Ringtone Club","Tones to Your Phone in 30 Seconds!",36,3,0.866666666666667,2.6,2.1,4,55.7,3,2,0.0833333333333333,1.33333333333333,"ringtones,Ringtones,A,ringtone,at,ring,tone,tones",8,0,0
"252",9708,2007-01-01,"mosquito ring tone","Stealth Mosquito Ringtone","You know you want it - we got it!","Works with all carriers. Get it Now",127,18,0.847222222222222,15.25,3.9375,0,0,0,2,0.141732283464567,0,"A,ringtone,mosquito,ring,tone",5,0.333333333333333,0
"253",9710,2007-01-01,"mosquito ringer","Stealth Mosquito Ringtone","Yeah, the one the adults can't hear","Tones to Your Phone in 30 Seconds!",18,0,0,0,3.8,0,0,0,1,0,0,"A,ringtone,mosquito,ring,tone",5,0.5,0
"254",9722,2007-01-01,"ultrasonic ringtone","Stealth Mosquito Ringtone","Yeah, the one the adults can't hear","Ultrasonic Mosquito Ringer Is Hot!",27,0,0,0,1.46,0,0,0,1,0,0,"A,ringtone,mosquito,ring,tone",5,0.5,0
"255",9724,2007-01-01,"ringtones adults can't hear","Stealth Mosquito Ringtone","You know you want it - we got it!","Works with all carriers. Get it Now",10,0,0,0,1.175,0,0,0,0,0,0,"A,ringtone,mosquito,ring,tone",5,0,0
"256",9728,2007-01-01,"ringtone adults can't hear","Stealth Mosquito Ringtone","Yeah, the one the adults can't hear","Ultrasonic Mosquito Ringer Is Hot!",28,8,0.39,3.12,1.02857142857143,0,0,0,0,0.285714285714286,0,"A,ringtone,mosquito,ring,tone",5,0.25,0.75
"257",9756,2007-01-01,"family guy ringtones","Get Family Guy Ringtones","Your Favorite Family Guy Ringtones","Tones to Your Phone in 30 Seconds!",72,9,0.813333333333333,7.32,1.46666666666667,1,14.6,0,2,0.125,0.111111111111111,"ringtones,Ringtones,A,ringtone,ring,tone,family,guy,tones",9,1,1
"258",9788,2007-01-01,"ctu ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",185,22,0.749090909090909,16.48,1.29166666666667,0,0,4,2,0.118918918918919,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.5,0.5
"259",9789,2007-01-01,"24 ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",6,1,0.62,0.62,1.06666666666667,0,0,4,2,0.166666666666667,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.5,0
"260",9792,2007-01-01,"24 ring tones","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",49,15,0.615333333333333,9.23,1.175,0,0,3,1,0.306122448979592,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"261",9798,2007-01-01,"24 ringer","Complimentary 24 Tones","24 Theme, CTU Desk Phone and More","Tones in 30 Seconds - It's Da Bomb!",1,1,0.54,0.54,1,0,0,0,1,1,0,"A,tone,24,tones",4,0.5,0.5
"262",9800,2007-01-01,"ctu ringer","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",13,2,0.75,1.5,1.66666666666667,0,0,0,0,0.153846153846154,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.5,0.5
"263",9801,2007-01-01,"24 ringers","24 CTU Ringtones","24 Theme, CTU Desk Phone and More","Tones in 30 Seconds - It's Da Bomb!",1,1,0.84,0.84,4,0,0,0,0,1,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.5,0.5
"264",9802,2007-01-01,"fox 24 ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",17,3,0.826666666666667,2.48,1.55,0,0,0,0,0.176470588235294,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"265",9807,2007-01-01,"ctu ringtone for","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",4,0,0,0,4,0,0,0,0,0,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0.333333333333333
"266",9809,2007-01-01,"fox 24 ringtones","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones in 30 Seconds - It's Da Bomb!",11,4,0.73,2.92,1,1,14.6,0,0,0.363636363636364,0.25,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.666666666666667,0
"267",9810,2007-01-01,"24 theme ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",17,0,0,0,2.65714285714286,0,0,0,1,0,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"268",9814,2007-01-01,"24 phone ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",34,11,0.59,6.49,1.26,0,0,0,1,0.323529411764706,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"269",9815,2007-01-01,"24 tv show ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",10,2,0.73,1.46,2.5,0,0,0,0,0.2,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.25,0
"270",9823,2007-01-01,"ringtones from 24","24 CTU Ringtones","24 Theme, CTU Office Phone and More","Tones in 30 Seconds - It's Da Bomb!",2,0,0,0,1,0,0,0,0,0,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.666666666666667,0.333333333333333
"271",9825,2007-01-01,"ringtones ctu","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",43,3,0.566666666666667,1.7,1.97,0,0,2,1,0.0697674418604651,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,1,0.5
"272",9826,2007-01-01,"download 24 ringtone","24 CTU Ringtones","24 Theme, CTU Office Phone and More","Tones in 30 Seconds - It's Da Bomb!",4,0,0,0,1,0,0,0,1,0,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0.333333333333333
"273",9829,2007-01-01,"ctu phone ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",13,1,0.88,0.88,1,0,0,0,1,0.0769230769230769,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0.333333333333333
"274",9833,2007-01-01,"24 tv show ringtones","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",50,2,0.625,1.25,1.03333333333333,0,0,0,2,0.04,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.5,0
"275",9838,2007-01-01,"ringtones for 24","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",5,1,0.62,0.62,6.16666666666667,0,0,0,0,0.2,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.666666666666667,0
"276",9839,2007-01-01,"ringtones 24","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",408,59,0.715932203389831,42.24,2.14166666666667,3,41.1,2,2,0.144607843137255,0.0508474576271186,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,1,0
"277",9848,2007-01-01,"24 ringtone verizon","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",11,0,0,0,4.38333333333333,0,0,0,0,0,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"278",9850,2007-01-01,"ringtone for 24","Complimentary 24 Tones","Theme, CTU Office Phone, Clock Tick","Tones in 30 Seconds - It's Da Bomb!",4,0,0,0,1.75,0,0,0,0,0,0,"A,tone,24,tones",4,0.333333333333333,0
"279",9853,2007-01-01,"24 telephone ringtone","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",8,2,0.615,1.23,1.61666666666667,0,0,0,0,0.25,0,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,0.333333333333333,0
"280",9860,2007-01-01,"24 ctu ringtones","Get 24 CTU Ringtones","Theme, CTU Office Phone, Clock Tick","Tones to Your Phone in 30 Seconds!",74,8,0.73375,5.87,1.35454545454545,1,10,0,1,0.108108108108108,0.125,"ringtones,Ringtones,ringtone,ring,tone,ctu,24,tones",8,1,0.333333333333333
"281",1591,2007-01-02,"buckcherry ringtones","Get Buckcherry Ringtones","Get Buckcherry Ring Tones Now","Tones to Your Phone in 30 Seconds!",8,1,0.68,0.68,1,0,0,0,1,0.125,0,"buckcherry,ringtones,Ringtones,ringtone,ring,tone,tones",7,1,0.5
