Keyword ID,Date,Keyword,Keyword_ringtone,Keyword_WordCount,Headline,Headline_WordCount,Headline_Number,Headline_Readability,Line 1,Line 1_Time,Line1_WordCount,Line 2,Line 2_Action,Line2_WordCount,Line_2_Time,Impressions,Clicks,Clicks_b, Avg_CPC , Cost ,Position,actioncount,actioncount_b,revenue,Competition,Volume,KeywordinHeadline,KeywordinBody,CTR,Conversion,Headline_Specific,Profit,Profitability
9756,12/28/2006,family guy ringtones,1,3,Get Family Guy Ringtones,4,0,0,Your Favorite Family Guy Ringtones,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,144,16,1,0.67,10.78,1.44,0,0,0,0,2,1,1,0.111111111,0,1,-10.78,0
9788,12/28/2006,ctu ringtone,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,131,15,1,0.76,11.4,1.69,1,1,13.7,4,2,0.5,0.5,0.114503817,0.066666667,0,2.3,1
9789,12/28/2006,24 ringtone,0,2,24 CTU Ringtones,3,1,0,"24 Theme, CTU Desk Phone and More",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,1,0,0,0,0,2,0,0,0,4,2,0.5,0.5,0,,0,0,0
9792,12/28/2006,24 ring tones,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,32,11,1,0.59,6.47,1.06,1,1,10,3,1,0.333333333,0,0.34375,0.090909091,0,3.53,1
9798,12/28/2006,24 ringer,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,8,1,1,0.4,0.4,1.17,0,0,0,0,1,0.5,0,0.125,0,0,-0.4,0
9800,12/28/2006,ctu ringer,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,5,0,0,0,0,1.5,0,0,0,0,0,0.5,0.5,0,,0,0,0
9801,12/28/2006,24 ringers,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,7,4,1,0.84,3.34,1.7,1,1,13.7,0,0,0.5,0,0.571428571,0.25,0,10.36,1
9802,12/28/2006,fox 24 ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,7,0,0,0,0,3.5,0,0,0,0,0,0.333333333,0,0,,0,0,0
9807,12/28/2006,ctu ringtone for,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,3,0,0,0,0,4.5,0,0,0,0,0,0.333333333,0.333333333,0,,0,0,0
9809,12/28/2006,fox 24 ringtones,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,6,2,1,0.6,1.19,1.2,0,0,0,0,0,0.666666667,0,0.333333333,0,0,-1.19,0
9810,12/28/2006,24 theme ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,24,3,1,0.77,2.3,1.93,0,0,0,0,1,0.333333333,0,0.125,0,0,-2.3,0
9814,12/28/2006,24 phone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,19,4,1,0.77,3.07,1.03,0,0,0,0,1,0.333333333,0,0.210526316,0,0,-3.07,0
9815,12/28/2006,24 tv show ringtone,0,4,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,10,2,1,0.61,1.22,1.58,0,0,0,0,0,0.25,0,0.2,0,0,-1.22,0
9823,12/28/2006,ringtones from 24,1,3,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,2,0,0,0,0,1.5,0,0,0,0,0,0.666666667,0,0,,0,0,0
9825,12/28/2006,ringtones ctu,1,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,22,5,1,0.67,3.36,1.13,0,0,0,2,1,1,0.5,0.227272727,0,0,-3.36,0
9826,12/28/2006,download 24 ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,8,1,1,0.74,0.74,1,0,0,0,0,1,0.333333333,0,0.125,0,0,-0.74,0
9829,12/28/2006,ctu phone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,46,3,1,0.61,1.84,1.08,0,0,0,0,1,0.333333333,0.333333333,0.065217391,0,0,-1.84,0
9833,12/28/2006,24 tv show ringtones,1,4,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,58,5,1,0.66,3.32,1.01,0,0,0,0,2,0.5,0,0.086206897,0,0,-3.32,0
9838,12/28/2006,ringtones for 24,1,3,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,2,0,0,0,0,5.5,0,0,0,0,0,0.666666667,0,0,,0,0,0
9839,12/28/2006,ringtones 24,1,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,350,41,1,0.63,25.67,1.66,6,1,84.9,2,2,1,0,0.117142857,0.146341463,0,59.23,1
9848,12/28/2006,24 ringtone verizon,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Download In 30 Seconds!,1,4,0,1,0,0,0,0,3,0,0,0,0,0,0.333333333,0,0,,0,0,0
9850,12/28/2006,ringtone for 24,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,15,2,1,0.81,1.61,2.18,0,0,0,0,0,0.333333333,0,0.133333333,0,0,-1.61,0
9853,12/28/2006,24 telephone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,8,3,1,0.71,2.14,1.07,0,0,0,0,0,0.333333333,0,0.375,0,0,-2.14,0
9860,12/28/2006,24 ctu ringtones,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,33,3,1,0.79,2.37,2.08,0,0,0,0,1,1,0.333333333,0.090909091,0,0,-2.37,0
1591,12/29/2006,buckcherry ringtones,1,2,Get Buckcherry Ringtones,3,0,1,Get Buckcherry Ring Tones Now,1,5,Tones to Your Phone in 30 Seconds!,0,7,0,13,1,1,0.71,0.71,1.17,1,1,14.6,0,1,1,0.5,0.076923077,1,0,13.89,1
1600,12/29/2006,Three 6 Mafia Ringtones,1,4,Three 6 Mafia Tones,4,1,0,"Poppin My Collar, Stay Fly & More.",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,18,3,1,0.83,2.5,1.1,0,0,0,0,0,0.75,0,0.166666667,0,1,-2.5,0
1683,12/29/2006,Carrie Underwood Ringtones,1,3,Carrie Underwood Tones,3,0,1,"Jesus, Take The Wheel & Many More.",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,54,4,1,0.75,2.99,1.85,0,0,0,0,1,0.666666667,0,0.074074074,0,1,-2.99,0
1689,12/29/2006,def leppard ringtones,1,3,Def Leppard Ringtones,3,0,1,Pour Some Sugar On Me and Many More,0,8,Tones to Your Phone in 30 Seconds!,0,7,0,29,3,1,0.76,2.29,1.07,0,0,0,2,0,1,0,0.103448276,0,1,-2.29,0
1980,12/29/2006,System Of A Down Ringtones,1,5,System Of A Down Tones,5,0,0,"Hypnotize, Chop Suey, Aerials, More",0,5,Tones to Your Phone in 30 Seconds!,0,7,0,10,4,1,0.82,3.29,1,0,0,0,2,0,0.8,0,0.4,0,0,-3.29,0
2324,12/29/2006,theme song ringtone,0,3,TV Theme Ringtones,3,0,0,Get {KeyWord: Your Favorite TV Ringtones},0,6,Tones to Your Phone in 30 Seconds!,0,7,0,138,19,1,0.67,12.65,1.9,0,0,0,0,1,0.333333333,0,0.137681159,0,0,-12.65,0
2627,12/29/2006,hawaiian music ringtones,1,3,{KeyWord: Complimentary Ringtones},3,0,0,The Deal Everybody is Talking About,0,6,Tones to Your Phone in 30 Seconds!,0,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0
3039,12/29/2006,ringtones panic at the disco,1,5,Panic! Ringtones,2,0,0,I Write Sins Not Tragedies Ringtone,0,6,Tones to Your Phone in 30 Seconds,0,7,0,38,6,1,0.58,3.47,1,1,1,14.6,0,1,0.2,0,0.157894737,0.166666667,0,11.13,1
3360,12/29/2006,ringtones cascada,1,2,Get Cascada Ringtones,3,0,1,Get Everytime We Touch Ring Tone,0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,30,3,1,0.77,2.3,2.33,0,0,0,0,0,1,0,0.1,0,0,-2.3,0
8288,12/29/2006,Kid Rock Ringtones,1,3,Get Kid Rock Ringtones,4,0,0,"Picture, Cowboy, Bawitdaba & More.",0,5,Tones in 30 Seconds - It's Da Bomb!,0,8,0,15,4,1,0.71,2.83,1.1,0,0,0,1,0,1,0,0.266666667,0,1,-2.83,0
9409,12/29/2006,Gospel Ringtones,1,2,{KeyWord: Inspirational Ringtones},3,0,0,The Newest Christian Ringtone Club,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,151,13,1,0.87,11.28,2.66,1,1,10,3,2,0,0,0.086092715,0.076923077,0,-1.28,0
9708,12/29/2006,mosquito ring tone,0,3,Stealth Mosquito Ringtone,3,0,1,You know you want it - we got it!,0,9,Works with all carriers. Get it Now,1,7,1,171,12,1,0.78,9.32,3.32,1,1,14.6,0,2,0.333333333,0,0.070175439,0.083333333,1,5.28,1
9710,12/29/2006,mosquito ringer,0,2,Mosquito Ringtone,2,0,0,"Yeah, the one the adults can't hear",0,7,The one you are looking for.,0,6,0,11,2,1,0.64,1.28,2,0,0,0,0,1,0.5,0,0.181818182,0,1,-1.28,0
9722,12/29/2006,ultrasonic ringtone,0,2,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,43,3,1,0.65,1.96,1.76,0,0,0,0,1,0.5,0,0.069767442,0,1,-1.96,0
9724,12/29/2006,ringtones adults can't hear,1,4,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,The one you are looking for.,0,6,0,32,6,1,0.44,2.66,1,0,0,0,0,0,0,0.75,0.1875,0,1,-2.66,0
9728,12/29/2006,ringtone adults can't hear,0,4,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Works with all carriers. Get it Now,1,7,1,39,5,1,0.45,2.25,1.62,0,0,0,0,0,0.25,0.75,0.128205128,0,1,-2.25,0
9756,12/29/2006,family guy ringtones,1,3,Get Family Guy Ringtones,4,0,0,Your Favorite Family Guy Ringtones,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,189,22,1,0.73,16.13,1.53,0,0,0,0,2,1,1,0.116402116,0,1,-16.13,0
9788,12/29/2006,ctu ringtone,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,167,19,1,0.74,14.02,1.17,0,0,0,4,2,0.5,0.5,0.113772455,0,0,-14.02,0
9789,12/29/2006,24 ringtone,0,2,24 CTU Ringtones,3,1,0,"24 Theme, CTU Office Phone and More",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,4,0,0,0,0,1.15,0,0,0,4,2,0.5,0.5,0,,0,0,0
9792,12/29/2006,24 ring tones,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,77,21,1,0.62,12.97,1.14,1,1,14.25,3,1,0.333333333,0,0.272727273,0.047619048,0,1.28,1
9798,12/29/2006,24 ringer,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,5,2,1,0.63,1.25,1.75,0,0,0,0,1,0.5,0,0.4,0,0,-1.25,0
9800,12/29/2006,ctu ringer,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,5,3,1,0.75,2.24,1.63,0,0,0,0,0,0.5,0.5,0.6,0,0,-2.24,0
9801,12/29/2006,24 ringers,0,2,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,3,1,1,0.44,0.44,3.75,0,0,0,0,0,0.5,0,0.333333333,0,0,-0.44,0
9802,12/29/2006,fox 24 ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,11,1,1,0.77,0.77,2.22,0,0,0,0,0,0.333333333,0,0.090909091,0,0,-0.77,0
9807,12/29/2006,ctu ringtone for,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,10,0,0,0,0,2.56,0,0,0,0,0,0.333333333,0.333333333,0,,0,0,0
9809,12/29/2006,fox 24 ringtones,1,3,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,10,3,1,0.56,1.67,1,0,0,0,0,0,0.666666667,0,0.3,0,0,-1.67,0
9810,12/29/2006,24 theme ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,32,3,1,0.83,2.49,2.05,0,0,0,0,1,0.333333333,0,0.09375,0,0,-2.49,0
9814,12/29/2006,24 phone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,50,11,1,0.6,6.57,1.67,0,0,0,0,1,0.333333333,0,0.22,0,0,-6.57,0
9815,12/29/2006,24 tv show ringtone,0,4,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,15,0,0,0,0,2.5,0,0,0,0,0,0.25,0,0,,0,0,0
9823,12/29/2006,ringtones from 24,1,3,24 CTU Ringtones,3,1,0,"24 Theme, CTU Desk Phone and More",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,3,1,1,0.46,0.46,1,0,0,0,0,0,0.666666667,0.333333333,0.333333333,0,0,-0.46,0
9825,12/29/2006,ringtones ctu,1,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,46,9,1,0.58,5.25,1.41,1,1,13.7,2,1,1,0.5,0.195652174,0.111111111,0,8.45,1
9826,12/29/2006,download 24 ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,7,1,1,0.71,0.71,1.2,0,0,0,0,1,0.333333333,0,0.142857143,0,0,-0.71,0
9829,12/29/2006,ctu phone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,30,6,1,0.68,4.1,1.42,0,0,0,0,1,0.333333333,0.333333333,0.2,0,0,-4.1,0
9833,12/29/2006,24 tv show ringtones,1,4,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,96,4,1,0.59,2.37,1.13,0,0,0,0,2,0.5,0,0.041666667,0,0,-2.37,0
9838,12/29/2006,ringtones for 24,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,17,3,1,0.66,1.99,4.33,0,0,0,0,0,0.666666667,0,0.176470588,0,0,-1.99,0
9839,12/29/2006,ringtones 24,1,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,393,57,1,0.58,33.11,1.7,1,1,13.7,2,2,1,0,0.145038168,0.01754386,0,-19.41,0
9848,12/29/2006,24 ringtone verizon,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,27,4,1,0.78,3.12,3.43,0,0,0,0,0,0.333333333,0,0.148148148,0,0,-3.12,0
9850,12/29/2006,ringtone for 24,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,22,3,1,0.79,2.36,2.66,0,0,0,0,0,0.333333333,0,0.136363636,0,0,-2.36,0
9853,12/29/2006,24 telephone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,13,2,1,0.81,1.61,2.78,0,0,0,0,0,0.333333333,0,0.153846154,0,0,-1.61,0
9860,12/29/2006,24 ctu ringtones,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,40,2,1,0.85,1.7,1.5,0,0,0,0,1,1,0.333333333,0.05,0,0,-1.7,0
1591,12/30/2006,buckcherry ringtones,1,2,Get Buckcherry Ringtones,3,0,1,Get Buckcherry Ring Tones Now,1,5,Tones to Your Phone in 30 Seconds!,0,7,0,12,2,1,0.56,1.12,1.45,0,0,0,0,1,1,0.5,0.166666667,0,0,-1.12,0
1600,12/30/2006,Three 6 Mafia Ringtones,1,4,Three 6 Mafia Tones,4,1,0,"Poppin My Collar, Stay Fly & More.",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,8,4,1,0.83,3.32,1.17,1,1,14.6,0,0,0.75,0,0.5,0.25,1,11.28,1
1683,12/30/2006,Carrie Underwood Ringtones,1,3,Carrie Underwood Tones,3,0,1,"Jesus, Take The Wheel & Many More.",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,36,5,1,0.87,4.37,1.7,1,1,10,0,1,0.666666667,0,0.138888889,0.2,1,5.63,1
1689,12/30/2006,def leppard ringtones,1,3,Def Leppard Ringtones,3,0,1,Pour Some Sugar On Me and Many More,0,8,Tones to Your Phone in 30 Seconds!,0,7,0,19,5,1,0.73,3.64,1.6,1,1,13.7,2,0,1,0,0.263157895,0.2,1,10.06,1
1980,12/30/2006,System Of A Down Ringtones,1,5,System Of A Down Tones,5,0,0,"Hypnotize, Chop Suey, Aerials, More",0,5,Tones to Your Phone in 30 Seconds!,0,7,0,9,2,1,0.63,1.25,1.57,0,0,0,2,0,0.8,0,0.222222222,0,0,-1.25,0
2324,12/30/2006,theme song ringtone,0,3,TV Theme Ringtones,3,0,0,Get {KeyWord: Your Favorite TV Ringtones},0,6,Tones to Your Phone in 30 Seconds!,0,7,0,110,19,1,0.75,14.32,1.66,0,0,0,0,1,0.333333333,0,0.172727273,0,0,-14.32,0
2627,12/30/2006,hawaiian music ringtones,1,3,{KeyWord: Complimentary Ringtones},3,0,0,The Deal Everybody is Talking About,0,6,Tones to Your Phone in 30 Seconds!,0,7,0,8,4,1,0.64,2.57,1,1,1,14.6,0,0,0,0,0.5,0.25,0,12.03,1
3039,12/30/2006,ringtones panic at the disco,1,5,Panic! Ringtones,2,0,0,I Write Sins Not Tragedies Ringtone,0,6,Tones to Your Phone in 30 Seconds,0,7,0,19,3,1,0.54,1.61,1.13,0,0,0,0,1,0.2,0,0.157894737,0,0,-1.61,0
3360,12/30/2006,ringtones cascada,1,2,Get Cascada Ringtones,3,0,1,Get Everytime We Touch Ring Tone,0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,31,3,1,0.8,2.41,2.67,1,1,10,0,0,1,0,0.096774194,0.333333333,0,7.59,1
8288,12/30/2006,Kid Rock Ringtones,1,3,Get Kid Rock Ringtones,4,0,0,"Picture, Cowboy, Bawitdaba & More.",0,5,Tones in 30 Seconds - It's Da Bomb!,0,8,0,14,1,1,0.75,0.75,1.05,0,0,0,1,0,1,0,0.071428571,0,1,-0.75,0
9409,12/30/2006,Gospel Ringtones,1,2,{KeyWord: Inspirational Ringtones},3,0,0,The Newest Christian Ringtone Club,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,126,16,1,0.87,13.86,1.63,0,0,0,3,2,0,0,0.126984127,0,0,-13.86,0
9708,12/30/2006,mosquito ring tone,0,3,Stealth Mosquito Ringtone,3,0,1,You know you want it - we got it!,0,9,Works with all carriers. Get it Now,1,7,1,167,12,1,0.75,8.97,3.54,2,1,29.2,0,2,0.333333333,0,0.071856287,0.166666667,1,20.23,1
9710,12/30/2006,mosquito ringer,0,2,Stealth Mosquito Ringtone,3,0,1,You know you want it - we got it!,0,9,Works with all carriers. Get it Now,1,7,1,18,3,1,0.7,2.11,2.63,0,0,0,0,1,0.5,0,0.166666667,0,1,-2.11,0
9722,12/30/2006,ultrasonic ringtone,0,2,Mosquito Ringtone,2,0,0,"Yeah, the one the adults can't hear",0,7,Works with all carriers. Get it Now,1,7,1,19,2,1,0.8,1.59,1.2,0,0,0,0,1,0.5,0,0.105263158,0,1,-1.59,0
9724,12/30/2006,ringtones adults can't hear,1,4,Mosquito Ringtone,2,0,0,You know you want it - we got it!,0,9,Works with all carriers. Get it Now,1,7,1,13,2,1,0.42,0.83,1,0,0,0,0,0,0,0,0.153846154,0,1,-0.83,0
9728,12/30/2006,ringtone adults can't hear,0,4,Stealth Mosquito Ringtone,3,0,1,You know you want it - we got it!,0,9,Works with all carriers. Get it Now,1,7,1,23,4,1,0.34,1.35,1.03,0,0,0,0,0,0.25,0,0.173913043,0,1,-1.35,0
9756,12/30/2006,family guy ringtones,1,3,Get Family Guy Ringtones,4,0,0,Your Favorite Family Guy Ringtones,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,121,11,1,0.6,6.63,1.68,1,1,14.6,0,2,1,1,0.090909091,0.090909091,1,7.97,1
9788,12/30/2006,ctu ringtone,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,129,18,1,0.75,13.45,1.85,0,0,0,4,2,0.5,0.5,0.139534884,0,0,-13.45,0
9789,12/30/2006,24 ringtone,0,2,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,5,0,0,0,0,1,0,0,0,4,2,0.5,0,0,,0,0,0
9792,12/30/2006,24 ring tones,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,41,11,1,0.6,6.63,1.01,1,1,14.6,3,1,0.333333333,0,0.268292683,0.090909091,0,7.97,1
9798,12/30/2006,24 ringer,0,2,Get 24 CTU Ringtones,4,1,0,"24 Theme, CTU Desk Phone and More",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,1,0,0,0,0,1,0,0,0,0,1,0.5,0.5,0,,0,0,0
9800,12/30/2006,ctu ringer,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,3,0,0,0,0,2,0,0,0,0,0,0.5,0.5,0,,0,0,0
9801,12/30/2006,24 ringers,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,6,3,1,0.84,2.53,2.9,0,0,0,0,0,0.5,0,0.5,0,0,-2.53,0
9802,12/30/2006,fox 24 ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,10,1,1,0.82,0.82,2.5,0,0,0,0,0,0.333333333,0,0.1,0,0,-0.82,0
9807,12/30/2006,ctu ringtone for,0,3,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,4,1,1,0.84,0.84,1.83,0,0,0,0,0,0.333333333,0.333333333,0.25,0,0,-0.84,0
9809,12/30/2006,fox 24 ringtones,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,8,3,1,0.63,1.88,1.36,0,0,0,0,0,0.666666667,0,0.375,0,0,-1.88,0
9810,12/30/2006,24 theme ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,16,2,1,0.8,1.6,1.4,0,0,0,0,1,0.333333333,0,0.125,0,0,-1.6,0
9814,12/30/2006,24 phone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,32,9,1,0.7,6.31,1.58,1,1,14.6,0,1,0.333333333,0,0.28125,0.111111111,0,8.29,1
9815,12/30/2006,24 tv show ringtone,0,4,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,28,2,1,0.6,1.2,1.74,0,0,0,0,0,0.25,0,0.071428571,0,0,-1.2,0
9823,12/30/2006,ringtones from 24,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,13,1,1,0.43,0.43,1.06,0,0,0,0,0,0.666666667,0,0.076923077,0,0,-0.43,0
9825,12/30/2006,ringtones ctu,1,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,38,10,1,0.64,6.4,1.11,0,0,0,2,1,1,0.5,0.263157895,0,0,-6.4,0
9826,12/30/2006,download 24 ringtone,0,3,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,9,1,1,0.79,0.79,1.17,0,0,0,0,1,0.333333333,0,0.111111111,0,0,-0.79,0
9829,12/30/2006,ctu phone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,25,3,1,0.6,1.8,1.16,0,0,0,0,1,0.333333333,0.333333333,0.12,0,0,-1.8,0
