Keyword ID,Date,Keyword,Headline,Line 1,Line 2,Impressions,Clicks,Avg_CPC,Cost,Position,actioncount,revenue,Competition,Volume,Key_ringtone_b,CTR,Head_word_ct,Number_head,Line_1_Time,line_2_action,Conversion_rate_clicks,Conversion_rate_Impre,ringtones panic at the disco,24 ringers,ringtones cascada,Kid Rock Ringtones,24 ringer,24 ringtone,ringtones for 24,24 theme ringtone,ctu ringtone for,ringtone adults can't hear,24 ringtone verizon,fox 24 ringtone,hawaiian music ringtones,theme song ringtone,buckcherry ringtones,System Of A Down Ringtones,Carrie Underwood Ringtones,Three 6 Mafia Ringtones,def leppard ringtones,Gospel Ringtones,fox 24 ringtones,24 ctu ringtones,24 phone ringtone,24 ring tones,24 telephone ringtone,24 tv show ringtone,24 tv show ringtones,ctu phone ringtone,ctu ringer,ctu ringtone,download 24 ringtone,ringtone for 24,ringtones 24,ringtones ctu,ringtones from 24,ultrasonic ringtone,family guy ringtones,ringtones adults can't hear,mosquito ringer,mosquito ring tone
9829,39082,ctu phone ringtone,24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones in 30 Seconds - It's Da Bomb!,2,0,0,0,1,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9823,39082,ringtones from 24,24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones in 30 Seconds - It's Da Bomb!,6,0,0,0,1.566666667,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9801,39082,24 ringers,Complimentary 24 Tones,"Theme, CTU Office Phone, Clock Tick",Tones in 30 Seconds - It's Da Bomb!,10,1,0.81,0.81,1.95,0,0,0,0,0,0.1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9802,39082,fox 24 ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones in 30 Seconds - It's Da Bomb!,3,1,0.84,0.84,2.25,0,0,0,0,1,0.333333333,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,39082,ringtones panic at the disco,Panic! Ringtones,I Write Sins Not Tragedies Ringtone,Tones to Your Phone in 30 Seconds,42,7,0.548571429,3.84,1.066666667,0,0,0,1,1,0.166666667,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9807,39082,ctu ringtone for,Get 24 CTU Ringtones,"24 Theme, CTU Office Phone and More",Tones to Your Phone in 30 Seconds!,2,1,0.86,0.86,2,0,0,0,0,1,0.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,39082,theme song ringtone,TV Theme Ringtones,Get {KeyWord: Your Favorite TV Ringtones},Tones to Your Phone in 30 Seconds!,94,10,0.666,6.66,1.966666667,1,13.7,0,1,1,0.106382979,3,0,0,0,0.1,0.010638298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,39082,buckcherry ringtones,Get Buckcherry Ringtones,Get Buckcherry Ring Tones Now,Tones to Your Phone in 30 Seconds!,21,3,0.703333333,2.11,1.85,0,0,0,1,1,0.142857143,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,39082,System Of A Down Ringtones,System Of A Down Tones,"Hypnotize, Chop Suey, Aerials, More",Tones to Your Phone in 30 Seconds!,7,0,0,0,2,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,39082,Carrie Underwood Ringtones,Carrie Underwood Tones,"Jesus, Take The Wheel & Many More.",Tones to Your Phone in 30 Seconds!,38,5,0.75,3.75,2.25,0,0,0,1,1,0.131578947,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,39082,Three 6 Mafia Ringtones,Three 6 Mafia Tones,"Poppin My Collar, Stay Fly & More.",Tones to Your Phone in 30 Seconds!,9,0,0,0,1.24,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,39082,def leppard ringtones,Def Leppard Ringtones,Pour Some Sugar On Me and Many More,Tones to Your Phone in 30 Seconds!,3,1,0.86,0.86,1.25,1,14.6,2,0,1,0.333333333,3,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,39082,hawaiian music ringtones,{KeyWord: Complimentary Ringtones},The Deal Everybody is Talking About,Tones to Your Phone in 30 Seconds!,3,0,0,0,1.666666667,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9409,39082,Gospel Ringtones,{KeyWord: Inspirational Ringtones},The Newest Christian Ringtone Club,Tones to Your Phone in 30 Seconds!,109,15,0.853333333,12.8,2.3125,0,0,3,2,1,0.137614679,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9798,39082,24 ringer,24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,1,0,0,0,7,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9853,39082,24 telephone ringtone,24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,4,1,0.6,0.6,1.5,0,0,0,0,1,0.25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9860,39082,24 ctu ringtones,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,29,1,0.72,0.72,1.925,0,0,0,1,1,0.034482759,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9814,39082,24 phone ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,24,6,0.621666667,3.73,1.63,0,0,0,1,1,0.25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9792,39082,24 ring tones,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,64,12,0.658333333,7.9,1.977777778,1,13.7,3,1,1,0.1875,4,1,0,0,0.083333333,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9789,39082,24 ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,8,0,0,0,1.9,0,0,4,2,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9848,39082,24 ringtone verizon,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,13,2,0.865,1.73,3.68,0,0,0,0,1,0.153846154,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9810,39082,24 theme ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,17,5,0.78,3.9,2.666666667,1,13.7,0,1,1,0.294117647,4,1,0,0,0.2,0.058823529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9815,39082,24 tv show ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,11,2,0.78,1.56,2.625,0,0,0,0,1,0.181818182,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9833,39082,24 tv show ringtones,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,57,0,0,0,1.185714286,0,0,0,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9800,39082,ctu ringer,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,3,1,0.53,0.53,1,0,0,0,0,0,0.333333333,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9788,39082,ctu ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,144,13,0.691538462,8.99,1.966666667,1,13.7,4,2,1,0.090277778,4,1,0,0,0.076923077,0.006944444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9809,39082,fox 24 ringtones,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,9,1,0.79,0.79,1.666666667,0,0,0,0,1,0.111111111,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9850,39082,ringtone for 24,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,3,0,0,0,3.333333333,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9839,39082,ringtones 24,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,356,44,0.622045455,27.37,2.283333333,5,67.5,2,2,1,0.123595506,4,1,0,0,0.113636364,0.014044944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9825,39082,ringtones ctu,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,36,7,0.578571429,4.05,1.95,0,0,2,1,1,0.194444444,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9838,39082,ringtones for 24,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,16,3,0.83,2.49,4.24,0,0,0,0,1,0.1875,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9756,39082,family guy ringtones,Get Family Guy Ringtones,Your Favorite Family Guy Ringtones,Tones to Your Phone in 30 Seconds!,108,18,0.828888889,14.92,1.811111111,0,0,0,2,1,0.166666667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9710,39082,mosquito ringer,Stealth Mosquito Ringtone,"Yeah, the one the adults can't hear",Works with all carriers. Get it Now,12,1,0.75,0.75,1,0,0,0,1,0,0.083333333,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9728,39082,ringtone adults can't hear,Stealth Mosquito Ringtone,"Yeah, the one the adults can't hear",Works with all carriers. Get it Now,19,1,0.3,0.3,1,1,14.6,0,0,1,0.052631579,3,0,0,1,1,0.052631579,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9708,39082,mosquito ring tone,Stealth Mosquito Ringtone,You know you want it - we got it!,Works with all carriers. Get it Now,144,13,0.805384615,10.47,3.955555556,1,14.6,0,2,1,0.090277778,3,0,0,1,0.076923077,0.006944444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9722,39082,ultrasonic ringtone,Stealth Mosquito Ringtone,You know you want it - we got it!,Works with all carriers. Get it Now,21,2,0.71,1.42,1.6,0,0,0,1,1,0.095238095,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9801,39083,24 ringers,24 CTU Ringtones,"24 Theme, CTU Desk Phone and More",Tones in 30 Seconds - It's Da Bomb!,1,1,0.84,0.84,4,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9798,39083,24 ringer,Complimentary 24 Tones,"24 Theme, CTU Desk Phone and More",Tones in 30 Seconds - It's Da Bomb!,1,1,0.54,0.54,1,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9826,39083,download 24 ringtone,24 CTU Ringtones,"24 Theme, CTU Office Phone and More",Tones in 30 Seconds - It's Da Bomb!,4,0,0,0,1,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9823,39083,ringtones from 24,24 CTU Ringtones,"24 Theme, CTU Office Phone and More",Tones in 30 Seconds - It's Da Bomb!,2,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3360,39083,ringtones cascada,Everytime We Touch Tone,Get Cascada Ringtones Now,Tones in 30 Seconds - It's Da Bomb!,11,3,0.756666667,2.27,2.95,0,0,0,0,1,0.272727273,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8288,39083,Kid Rock Ringtones,Get Kid Rock Ringtones,"Picture, Cowboy, Bawitdaba & More.",Tones in 30 Seconds - It's Da Bomb!,4,1,0.69,0.69,1,0,0,1,0,1,0.25,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9850,39083,ringtone for 24,Complimentary 24 Tones,"Theme, CTU Office Phone, Clock Tick",Tones in 30 Seconds - It's Da Bomb!,4,0,0,0,1.75,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9809,39083,fox 24 ringtones,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones in 30 Seconds - It's Da Bomb!,11,4,0.73,2.92,1,1,14.6,0,0,1,0.363636364,4,1,0,0,0.25,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,39083,ringtones panic at the disco,Panic! Ringtones,I Write Sins Not Tragedies Ringtone,Tones to Your Phone in 30 Seconds,26,2,0.655,1.31,1.333333333,0,0,0,1,1,0.076923077,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,39083,theme song ringtone,TV Theme Ringtones,Get {KeyWord: Your Favorite TV Ringtones},Tones to Your Phone in 30 Seconds!,127,13,0.730769231,9.5,1.9375,0,0,0,1,1,0.102362205,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,39083,buckcherry ringtones,Get Buckcherry Ringtones,Get Buckcherry Ring Tones Now,Tones to Your Phone in 30 Seconds!,8,3,0.71,2.13,1.5,1,13.7,0,1,1,0.375,3,0,1,0,0.333333333,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,39083,System Of A Down Ringtones,System Of A Down Tones,"Hypnotize, Chop Suey, Aerials, More",Tones to Your Phone in 30 Seconds!,14,0,0,0,1.833333333,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,39083,Carrie Underwood Ringtones,Carrie Underwood Tones,"Jesus, Take The Wheel & Many More.",Tones to Your Phone in 30 Seconds!,36,0,0,0,1.5,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,39083,def leppard ringtones,Def Leppard Ringtones,"Photograph, Love Bites, Hysteria",Tones to Your Phone in 30 Seconds!,4,0,0,0,1,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,39083,Three 6 Mafia Ringtones,Three 6 Mafia Tones,"Poppin My Collar, Stay Fly & More.",Tones to Your Phone in 30 Seconds!,18,3,0.833333333,2.5,1.583333333,0,0,0,0,1,0.166666667,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,39083,hawaiian music ringtones,{KeyWord: Complimentary Ringtones},The Deal Everybody is Talking About,Tones to Your Phone in 30 Seconds!,4,2,0.48,0.96,2,1,13.7,0,0,1,0.5,3,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9409,39083,Gospel Ringtones,{KeyWord: Inspirational Ringtones},The Newest Christian Ringtone Club,Tones to Your Phone in 30 Seconds!,36,3,0.866666667,2.6,2.1,4,55.7,3,2,1,0.083333333,3,0,0,0,1.333333333,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9860,39083,24 ctu ringtones,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,74,8,0.73375,5.87,1.354545455,1,10,0,1,1,0.108108108,4,1,0,0,0.125,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9814,39083,24 phone ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,34,11,0.59,6.49,1.26,0,0,0,1,1,0.323529412,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9792,39083,24 ring tones,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,49,15,0.615333333,9.23,1.175,0,0,3,1,1,0.306122449,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9789,39083,24 ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,6,1,0.62,0.62,1.066666667,0,0,4,2,1,0.166666667,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9848,39083,24 ringtone verizon,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,11,0,0,0,4.383333333,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9853,39083,24 telephone ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,8,2,0.615,1.23,1.616666667,0,0,0,0,1,0.25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9810,39083,24 theme ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,17,0,0,0,2.657142857,0,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9815,39083,24 tv show ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,10,2,0.73,1.46,2.5,0,0,0,0,1,0.2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9833,39083,24 tv show ringtones,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,50,2,0.625,1.25,1.033333333,0,0,0,2,1,0.04,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9829,39083,ctu phone ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,13,1,0.88,0.88,1,0,0,0,1,1,0.076923077,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9800,39083,ctu ringer,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,13,2,0.75,1.5,1.666666667,0,0,0,0,0,0.153846154,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9788,39083,ctu ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,185,22,0.749090909,16.48,1.291666667,0,0,4,2,1,0.118918919,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9807,39083,ctu ringtone for,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,4,0,0,0,4,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9802,39083,fox 24 ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,17,3,0.826666667,2.48,1.55,0,0,0,0,1,0.176470588,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9839,39083,ringtones 24,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,408,59,0.715932203,42.24,2.141666667,3,41.1,2,2,1,0.144607843,4,1,0,0,0.050847458,0.007352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9825,39083,ringtones ctu,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,43,3,0.566666667,1.7,1.97,0,0,2,1,1,0.069767442,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9838,39083,ringtones for 24,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,5,1,0.62,0.62,6.166666667,0,0,0,0,1,0.2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
