acctnum,gender,state,zip,zip3,first,last,book,nonbook,total,purch,child,youth,cook,do_it,refernce,art,geog,buyer
25504,F,PA,19086,190,3,3,15,222,237,1,1,0,0,0,0,0,0,0.00
25505,M,MD,21228,212,45,29,61,99,160,5,2,0,0,1,0,1,1,0.00
25506,M,MA,2180,21,33,33,15,293,308,1,1,0,0,0,0,0,0,0.00
25507,F,MD,21045,210,17,17,15,14,29,1,0,1,0,0,0,0,0,0.00
25508,M,NY,10965,109,99,33,142,176,318,12,2,0,5,4,0,0,1,0.00
25509,F,NH,3814,38,19,15,29,230,259,2,0,0,0,0,0,1,1,0.00
25510,F,NY,11554,115,7,7,15,229,244,1,0,0,0,0,0,0,1,0.00
25511,F,PA,17011,170,11,11,15,170,185,1,0,0,0,0,0,1,0,0.00
25512,F,PA,15221,152,19,19,15,227,242,1,0,0,0,1,0,0,0,0.00
25513,F,NY,11784,117,13,13,15,86,101,1,1,0,0,0,0,0,0,0.00
25514,M,PA,19382,193,51,29,84,218,302,7,1,0,1,2,0,2,1,0.00
25515,M,PA,18603,186,33,9,69,207,276,6,2,0,1,2,0,0,1,0.00
25516,F,MA,1741,17,5,5,15,237,252,1,0,0,0,1,0,0,0,0.00
25517,F,NY,11801,118,45,9,92,33,125,8,2,1,0,0,1,3,1,0.00
25518,F,MD,21206,212,23,15,28,189,217,2,1,0,0,0,0,1,0,0.00
25519,F,NY,11010,110,19,13,28,176,204,2,0,0,1,0,0,1,0,0.00
25520,M,CT,6515,65,43,11,100,152,252,10,3,1,4,2,0,0,0,0.00
25521,F,NY,10024,100,45,31,39,277,316,3,1,0,1,0,0,0,1,0.00
25522,F,NJ,8540,85,1,1,15,267,282,1,1,0,0,0,0,0,0,0.00
25523,F,NJ,8109,81,43,5,112,120,232,11,3,1,5,1,0,1,0,0.00
25524,M,NY,11368,113,23,15,24,28,52,2,1,1,0,0,0,0,0,0.00
25525,M,NY,11758,117,19,11,25,193,218,2,1,0,1,0,0,0,0,0.00
25526,F,NJ,7801,78,7,1,27,66,93,2,0,0,1,0,1,0,0,0.00
25527,F,NJ,7039,70,31,23,39,57,96,3,0,0,0,1,0,1,1,0.00
25528,M,NJ,7068,70,19,15,28,24,52,2,0,1,0,0,0,1,0,0.00
25529,M,PA,17019,170,49,9,88,241,329,8,0,3,3,1,0,0,1,0.00
25530,F,NY,11725,117,11,11,15,129,144,1,0,0,0,0,0,1,0,0.00
25531,F,NJ,7029,70,7,3,29,277,306,2,0,0,0,1,0,0,1,0.00
25532,M,NJ,7945,79,13,5,29,70,99,2,0,1,0,0,0,0,1,1.00
25533,F,NY,10025,100,3,3,15,85,100,1,0,0,0,0,0,0,1,0.00
25534,F,PA,19382,193,17,17,15,176,191,1,0,1,0,0,0,0,0,0.00
25535,M,PA,19004,190,45,13,125,176,301,11,3,0,2,3,2,1,0,0.00
25536,F,PA,19020,190,39,15,55,215,270,5,1,1,2,0,0,1,0,0.00
25537,F,PA,18017,180,7,1,25,51,76,2,0,1,1,0,0,0,0,0.00
25538,F,PA,18014,180,37,27,46,23,69,4,2,0,1,0,0,1,0,0.00
25539,F,PA,15085,150,47,5,103,44,147,9,5,1,0,0,0,2,1,0.00
25540,F,NY,11209,112,15,15,15,21,36,1,1,0,0,0,0,0,0,0.00
25541,M,CT,6457,64,41,15,105,76,181,10,2,2,1,3,2,0,0,0.00
25542,F,NJ,7871,78,11,5,25,242,267,2,0,0,2,0,0,0,0,0.00
25543,F,NY,10977,109,39,13,60,201,261,5,2,0,1,0,0,1,1,0.00
25544,F,MA,1776,17,1,1,15,137,152,1,1,0,0,0,0,0,0,0.00
25545,M,PA,18927,189,39,5,137,238,375,12,5,0,2,1,2,0,2,0.00
25546,F,NY,11362,113,9,9,15,35,50,1,1,0,0,0,0,0,0,0.00
25547,F,NJ,7960,79,13,7,24,55,79,2,1,1,0,0,0,0,0,0.00
25548,M,NJ,7052,70,1,1,15,265,280,1,0,0,1,0,0,0,0,0.00
25549,M,NJ,7603,76,55,13,113,63,176,11,3,3,3,0,1,1,0,0.00
25550,M,NJ,8882,88,85,23,142,249,391,12,2,0,1,3,2,3,1,0.00
25551,M,PA,15066,150,17,3,37,156,193,3,0,1,0,0,0,2,0,1.00
25552,F,NJ,7724,77,1,1,15,131,146,1,1,0,0,0,0,0,0,0.00
25553,F,NJ,8052,80,29,29,15,197,212,1,0,0,0,0,0,1,0,0.00
25554,F,NJ,8807,88,25,19,29,125,154,2,0,0,0,0,0,0,2,0.00
25555,F,PA,18018,180,13,13,15,214,229,1,1,0,0,0,0,0,0,0.00
25556,F,NJ,7748,77,33,33,15,273,288,1,1,0,0,0,0,0,0,0.00
25557,F,NY,11439,114,25,19,25,241,266,2,1,0,1,0,0,0,0,0.00
25558,M,PA,19446,194,35,33,25,17,42,2,0,1,1,0,0,0,0,0.00
25559,F,NJ,7043,70,31,31,15,228,243,1,0,1,0,0,0,0,0,0.00
25560,F,PA,19003,190,19,3,51,88,139,4,1,0,1,0,1,0,1,0.00
25561,M,NJ,8721,87,17,9,47,26,73,4,1,0,0,2,0,1,0,0.00
25562,M,MD,21228,212,33,13,52,137,189,4,0,1,1,0,0,1,1,0.00
25563,F,NJ,7630,76,13,9,29,213,242,2,0,0,1,0,0,0,1,0.00
25564,F,MA,1960,19,23,23,15,285,300,1,0,1,0,0,0,0,0,0.00
25565,F,NY,10019,100,5,5,15,217,232,1,0,0,0,0,0,1,0,0.00
25566,M,ME,4553,45,15,13,28,182,210,2,1,0,0,0,0,1,0,0.00
25567,M,NJ,8873,88,73,9,126,161,287,11,2,1,2,2,2,0,2,0.00
25568,M,NJ,8093,80,21,15,39,282,321,3,0,0,1,0,0,1,1,0.00
25569,F,DE,19808,198,17,9,27,269,296,2,0,0,1,0,1,0,0,0.00
25570,M,NY,14213,142,27,19,29,290,319,2,0,0,0,0,1,0,1,0.00
25571,F,NY,10603,106,31,13,72,199,271,6,1,1,0,0,2,0,2,0.00
25572,F,NY,11235,112,15,11,29,230,259,2,0,1,0,0,0,0,1,0.00
25573,F,MD,20657,206,1,1,15,10,25,1,1,0,0,0,0,0,0,0.00
25574,F,PA,15065,150,33,13,43,44,87,4,3,0,0,0,1,0,0,1.00
25575,F,NY,11217,112,65,9,143,129,272,12,4,1,1,2,0,1,3,1.00
25576,F,PA,18505,185,5,5,15,282,297,1,0,1,0,0,0,0,0,0.00
25577,F,MA,2777,27,9,9,15,105,120,1,1,0,0,0,0,0,0,0.00
25578,M,NJ,7024,70,15,9,26,108,134,2,0,0,1,1,0,0,0,0.00
25579,M,CT,6109,61,23,9,44,262,306,4,1,0,1,1,1,0,0,0.00
25580,F,NJ,8034,80,39,17,47,272,319,4,1,0,1,0,0,0,2,0.00
25581,F,NY,11542,115,59,9,102,308,410,9,2,0,4,1,1,1,0,0.00
25582,M,NY,13212,132,21,15,29,232,261,2,1,0,0,0,0,0,1,0.00
25583,F,MA,1915,19,13,9,29,211,240,2,0,0,0,0,0,0,2,0.00
25584,F,CT,6776,67,51,15,75,230,305,7,3,1,1,1,0,0,1,0.00
25585,F,NJ,8840,88,31,7,91,319,410,8,2,1,2,1,0,0,2,0.00
25586,F,NY,10301,103,3,3,15,98,113,1,0,0,1,0,0,0,0,0.00
25587,F,NJ,7670,76,73,15,126,144,270,11,2,1,2,0,1,2,3,1.00
25588,M,NJ,8057,80,11,5,28,146,174,2,1,0,0,0,0,1,0,0.00
25589,M,PA,18640,186,9,9,15,264,279,1,0,0,0,0,0,1,0,1.00
25590,F,MA,2174,21,9,3,38,197,235,3,0,1,0,0,0,0,2,0.00
25591,F,MD,21133,211,37,23,78,247,325,7,3,0,1,1,0,2,0,0.00
25592,M,NY,10913,109,17,1,38,123,161,3,0,0,1,0,1,1,0,1.00
25593,M,CT,6032,60,23,5,48,103,151,4,1,0,1,1,0,0,1,0.00
25594,F,NY,11542,115,13,13,15,24,39,1,0,0,0,0,0,0,1,0.00
25595,F,PA,15045,150,35,31,26,237,263,2,0,1,0,1,0,0,0,0.00
25596,F,MD,21208,212,7,7,15,100,115,1,0,0,0,0,0,0,1,0.00
25597,F,MD,20748,207,15,15,15,190,205,1,0,0,1,0,0,0,0,0.00
25598,F,CT,6516,65,59,11,103,233,336,10,2,1,5,1,1,0,0,0.00
25599,F,NJ,8057,80,5,5,15,135,150,1,0,0,0,0,1,0,0,0.00
25600,M,NY,10022,100,13,13,15,135,150,1,0,0,0,0,0,1,0,0.00
25601,F,NJ,8109,81,7,7,15,118,133,1,0,0,0,0,0,0,1,1.00
25602,F,NY,10014,100,43,35,26,183,209,2,0,0,0,2,0,0,0,0.00
25603,F,PA,15601,156,35,31,29,106,135,2,0,0,0,0,0,1,1,0.00
25604,M,NJ,8723,87,23,15,27,284,311,2,1,0,0,0,1,0,0,0.00
25605,F,MD,21014,210,15,15,15,179,194,1,0,0,0,0,0,0,1,0.00
25606,F,PA,17701,177,61,15,105,323,428,9,2,0,2,0,0,3,2,1.00
25607,F,NJ,7009,70,5,1,25,132,157,2,1,0,1,0,0,0,0,0.00
25608,M,NY,11804,118,17,13,25,250,275,2,0,1,1,0,0,0,0,0.00
25609,F,CT,6450,64,13,13,15,177,192,1,1,0,0,0,0,0,0,0.00
25610,F,NY,11704,117,15,11,28,274,302,2,1,0,0,0,0,1,0,0.00
25611,M,NY,10918,109,7,7,15,40,55,1,0,1,0,0,0,0,0,0.00
25612,M,NY,10018,100,61,13,96,60,156,9,5,1,1,1,1,0,0,0.00
25613,M,NJ,7090,70,47,15,68,22,90,6,0,1,3,1,0,1,0,0.00
25614,F,NH,3859,38,45,5,84,29,113,7,1,2,0,1,0,1,2,0.00
25615,F,PA,18503,185,5,5,15,56,71,1,0,0,1,0,0,0,0,0.00
25616,F,NJ,8054,80,17,11,23,35,58,2,2,0,0,0,0,0,0,0.00
25617,F,NY,10573,105,27,21,29,89,118,2,0,1,0,0,0,0,1,0.00
25618,M,MD,21206,212,31,11,59,212,271,5,0,1,2,1,0,0,1,1.00
25619,F,MD,20852,208,9,9,15,72,87,1,1,0,0,0,0,0,0,0.00
25620,F,NY,11001,110,5,1,29,58,87,2,1,0,0,0,0,0,1,0.00
25621,F,RI,2861,28,35,15,95,67,162,8,2,0,2,1,0,1,2,0.00
25622,M,NY,10707,107,25,11,53,195,248,4,0,0,0,2,0,1,1,0.00
25623,F,NY,10305,103,17,7,45,242,287,4,0,0,4,0,0,0,0,0.00
25624,F,NY,11563,115,23,23,15,295,310,1,0,1,0,0,0,0,0,0.00
25625,F,NY,11360,113,11,5,25,11,36,2,1,0,1,0,0,0,0,0.00
25626,F,MD,21093,210,5,5,15,282,297,1,0,0,1,0,0,0,0,0.00
25627,M,PA,19020,190,25,7,46,248,294,4,1,0,0,1,1,0,1,0.00
25628,F,NJ,7652,76,25,23,25,296,321,2,0,0,2,0,0,0,0,0.00
25629,F,NY,12572,125,5,3,26,112,138,2,1,0,0,1,0,0,0,0.00
25630,F,NY,10463,104,15,9,23,11,34,2,2,0,0,0,0,0,0,0.00
25631,M,NY,11937,119,27,27,15,180,195,1,0,0,0,0,0,0,1,0.00
25632,M,NY,11746,117,13,9,29,278,307,2,0,0,1,0,0,0,1,0.00
25633,M,NY,11795,117,19,3,73,52,125,7,2,0,3,2,0,0,0,0.00
25634,F,NY,11218,112,51,11,100,182,282,9,2,0,4,0,1,1,1,0.00
25635,F,PA,18036,180,3,3,15,215,230,1,1,0,0,0,0,0,0,0.00
25636,F,NJ,8755,87,59,33,80,175,255,7,2,1,1,1,0,1,1,0.00
25637,M,MA,2130,21,13,9,29,168,197,2,1,0,0,0,0,0,1,0.00
25638,M,NJ,7747,77,27,9,80,256,336,7,1,2,1,1,0,1,1,0.00
25639,F,PA,15401,154,27,21,24,165,189,2,1,1,0,0,0,0,0,0.00
25640,F,MD,21144,211,13,5,25,138,163,2,0,0,2,0,0,0,0,0.00
25641,M,NY,11223,112,15,11,26,19,45,2,0,0,1,1,0,0,0,0.00
25642,M,NY,11554,115,25,25,15,194,209,1,0,0,0,1,0,0,0,0.00
25643,F,MD,20817,208,33,15,51,9,60,4,0,0,1,0,2,0,1,0.00
25644,F,NJ,8724,87,9,5,29,77,106,2,1,0,0,0,0,0,1,0.00
25645,F,NJ,7208,72,11,5,26,302,328,2,1,0,0,1,0,0,0,0.00
25646,M,PA,19403,194,25,13,46,188,234,4,0,0,3,1,0,0,0,0.00
25647,F,PA,19053,190,13,5,25,160,185,2,1,0,1,0,0,0,0,0.00
25648,M,MA,1832,18,51,31,89,209,298,8,2,1,2,1,1,0,1,0.00
25649,F,NJ,7920,79,1,1,15,51,66,1,0,0,1,0,0,0,0,0.00
25650,F,DC,20016,200,53,1,99,56,155,9,2,1,5,0,0,0,1,0.00
25651,F,MA,1085,10,29,25,24,144,168,2,1,1,0,0,0,0,0,0.00
25652,F,NY,11710,117,13,9,29,31,60,2,1,0,0,0,0,0,1,0.00
25653,F,MA,2128,21,13,9,29,211,240,2,1,0,0,0,0,0,1,0.00
25654,F,NY,11566,115,7,7,15,24,39,1,0,0,0,1,0,0,0,0.00
25655,M,NJ,7036,70,29,19,48,83,131,4,0,0,2,1,1,0,0,0.00
25656,M,MD,20639,206,37,1,145,59,204,12,2,0,0,3,4,1,2,0.00
25657,F,NJ,7107,71,13,13,15,78,93,1,0,0,1,0,0,0,0,1.00
25658,F,NY,13143,131,11,11,15,21,36,1,1,0,0,0,0,0,0,0.00
25659,F,NJ,7666,76,33,25,29,294,323,2,0,0,0,0,0,1,1,0.00
25660,F,PA,17022,170,35,7,68,304,372,6,2,1,1,0,1,0,1,0.00
25661,F,MD,21009,210,73,15,113,134,247,10,3,1,1,1,1,2,1,0.00
25662,F,PA,17201,172,11,3,29,3,32,2,1,0,0,0,0,0,1,0.00
25663,M,NJ,7206,72,45,23,115,271,386,10,4,0,1,3,0,2,0,0.00
25664,F,NY,11040,110,9,3,27,64,91,2,0,0,0,1,1,0,0,0.00
25665,M,NY,10002,100,33,25,44,264,308,4,2,0,1,1,0,0,0,0.00
25666,F,MA,2128,21,5,1,27,19,46,2,0,0,1,0,1,0,0,0.00
25667,F,NH,3810,38,11,7,29,289,318,2,0,0,1,0,0,0,1,0.00
25668,F,RI,2905,29,15,15,15,295,310,1,0,0,0,1,0,0,0,0.00
25669,M,CT,6831,68,1,1,15,99,114,1,0,0,0,0,0,0,1,0.00
25670,M,NY,12972,129,29,7,109,234,343,10,2,1,2,3,0,1,1,0.00
25671,F,NJ,7945,79,61,27,113,100,213,10,1,1,4,0,2,1,1,0.00
25672,F,NJ,7661,76,13,13,15,251,266,1,1,0,0,0,0,0,0,0.00
25673,F,NY,11554,115,21,9,62,266,328,5,0,0,4,0,1,0,0,1.00
25674,F,CT,6109,61,27,1,82,128,210,7,2,0,2,0,1,1,1,1.00
25675,M,PA,15217,152,51,15,66,100,166,6,2,1,2,0,0,0,1,0.00
25676,F,NY,10011,100,3,3,15,256,271,1,1,0,0,0,0,0,0,0.00
25677,F,PA,15235,152,15,7,28,235,263,2,0,0,1,0,0,1,0,0.00
25678,F,CT,6791,67,43,9,81,136,217,7,0,0,3,3,0,1,0,0.00
25679,F,PA,19056,190,21,21,15,76,91,1,0,0,0,1,0,0,0,0.00
25680,M,CT,6484,64,67,15,146,34,180,12,0,0,5,2,2,2,1,0.00
25681,M,NJ,8757,87,33,3,61,219,280,6,2,0,4,0,0,0,0,0.00
25682,F,PA,18901,189,37,5,73,300,373,7,3,0,3,0,1,0,0,0.00
25683,M,NY,11754,117,51,21,92,289,381,8,2,1,1,1,1,1,1,0.00
25684,F,MA,1776,17,43,9,125,54,179,11,2,0,5,1,2,0,1,0.00
25685,M,NY,10501,105,57,31,72,286,358,6,1,0,0,1,1,3,0,0.00
25686,M,NY,11545,115,59,29,81,171,252,7,0,1,1,3,1,1,0,0.00
25687,F,NY,11780,117,13,13,15,86,101,1,1,0,0,0,0,0,0,0.00
25688,F,NY,14806,148,15,15,15,103,118,1,1,0,0,0,0,0,0,0.00
25689,F,PA,17327,173,39,27,40,177,217,3,0,0,0,1,1,1,0,0.00
25690,F,NY,10028,100,15,15,15,52,67,1,0,0,1,0,0,0,0,0.00
25691,M,NY,11385,113,43,13,136,179,315,12,5,1,1,2,0,1,2,0.00
25692,M,NY,11757,117,39,25,83,154,237,7,1,0,1,4,0,1,0,0.00
25693,F,NY,10310,103,15,13,27,37,64,2,0,0,0,1,1,0,0,0.00
25694,M,NY,11422,114,35,11,128,41,169,11,3,0,2,2,1,0,3,0.00
25695,F,MA,2402,24,45,5,84,250,334,7,0,0,3,1,1,2,0,0.00
25696,F,MD,21208,212,17,11,27,28,55,2,1,0,0,0,1,0,0,0.00
25697,F,NJ,7840,78,9,1,29,284,313,2,0,0,1,0,0,0,1,0.00
25698,F,MD,20785,207,21,3,74,291,365,7,3,0,2,1,1,0,0,0.00
25699,M,NY,11730,117,9,3,29,78,107,2,0,0,1,0,0,0,1,1.00
25700,F,NY,14615,146,43,3,101,54,155,9,2,1,1,1,1,0,3,0.00
25701,F,PA,19355,193,69,13,130,329,459,11,1,1,3,1,0,3,2,0.00
25702,F,NY,11793,117,1,1,15,4,19,1,0,0,1,0,0,0,0,0.00
25703,F,NY,10009,100,7,3,25,200,225,2,0,1,1,0,0,0,0,0.00
25704,M,MD,21042,210,19,13,25,186,211,2,1,0,1,0,0,0,0,0.00
25705,F,NY,11542,115,59,9,110,293,403,10,4,2,2,0,1,0,1,0.00
25706,F,MA,2124,21,17,7,40,69,109,3,0,0,1,0,1,1,0,1.00
25707,M,PA,17005,170,49,5,134,85,219,12,1,0,7,3,0,1,0,0.00
25708,M,CT,6807,68,9,5,29,80,109,2,0,0,1,0,0,0,1,1.00
25709,M,NY,11021,110,31,31,15,33,48,1,0,0,0,0,0,0,1,0.00
25710,F,PA,19116,191,19,15,29,88,117,2,0,1,0,0,0,0,1,0.00
25711,F,DE,19806,198,51,13,87,240,327,7,0,0,1,2,0,3,1,1.00
25712,M,MD,21227,212,11,5,24,205,229,2,1,1,0,0,0,0,0,0.00
25713,F,NJ,8857,88,35,7,129,53,182,11,2,0,4,1,1,2,1,0.00
25714,F,PA,18201,182,29,15,69,58,127,6,1,2,0,0,2,1,0,0.00
25715,F,NJ,8721,87,7,1,25,50,75,2,0,0,2,0,0,0,0,0.00
25716,F,NY,11434,114,31,27,27,203,230,2,1,0,0,0,1,0,0,0.00
25717,M,CT,6084,60,69,27,92,137,229,8,4,0,1,1,1,1,0,0.00
25718,F,NJ,7840,78,9,5,29,15,44,2,0,0,1,0,0,0,1,0.00
25719,F,NJ,7036,70,9,9,15,157,172,1,0,1,0,0,0,0,0,0.00
25720,F,CT,6089,60,9,9,15,236,251,1,1,0,0,0,0,0,0,0.00
25721,F,NY,11758,117,31,31,15,170,185,1,0,0,1,0,0,0,0,0.00
25722,F,NY,14092,140,5,5,15,48,63,1,0,0,1,0,0,0,0,0.00
25723,F,PA,19147,191,15,11,29,154,183,2,1,0,0,0,0,0,1,0.00
25724,F,PA,19128,191,15,15,15,215,230,1,1,0,0,0,0,0,0,0.00
25725,M,NY,11757,117,41,15,118,332,450,11,2,2,3,3,1,0,0,0.00
25726,F,NJ,8701,87,5,5,15,94,109,1,1,0,0,0,0,0,0,0.00
25727,F,ME,4062,40,35,29,28,224,252,2,1,0,0,0,0,1,0,0.00
25728,M,NJ,7701,77,37,3,65,95,160,6,3,0,1,1,0,1,0,1.00
25729,F,NJ,7087,70,13,13,15,21,36,1,0,0,1,0,0,0,0,0.00
25730,F,PA,19145,191,9,9,15,80,95,1,1,0,0,0,0,0,0,1.00
25731,F,NY,11714,117,43,35,28,110,138,2,0,0,0,1,0,1,0,0.00
25732,M,MA,1824,18,73,13,109,317,426,10,3,0,3,2,1,0,1,0.00
25733,F,PA,17347,173,13,13,15,294,309,1,0,0,0,0,0,0,1,0.00
25734,F,MA,1778,17,31,5,120,90,210,10,1,0,4,1,1,3,0,0.00
25735,F,PA,15241,152,5,1,27,232,259,2,0,0,1,0,1,0,0,0.00
25736,F,CT,6118,61,35,3,82,139,221,7,1,0,2,2,0,1,1,0.00
25737,M,NJ,7018,70,27,27,15,291,306,1,0,1,0,0,0,0,0,0.00
25738,M,NJ,7701,77,37,31,28,116,144,2,0,0,0,1,0,1,0,0.00
25739,F,MA,2165,21,3,3,15,24,39,1,0,0,0,0,1,0,0,0.00
25740,F,NY,11704,117,39,9,114,79,193,10,2,1,2,1,2,1,1,0.00
25741,F,MA,1960,19,19,13,29,77,106,2,0,0,0,1,0,0,1,0.00
25742,F,MD,21093,210,31,15,37,13,50,3,0,0,0,3,0,0,0,0.00
25743,M,MA,1876,18,21,21,15,157,172,1,1,0,0,0,0,0,0,0.00
25744,F,NY,11365,113,27,7,64,46,110,6,3,1,1,0,0,0,1,0.00
25745,M,NJ,8755,87,7,1,28,71,99,2,0,0,0,0,1,1,0,0.00
25746,M,NJ,8826,88,17,11,29,58,87,2,0,0,1,0,0,0,1,0.00
25747,F,PA,19076,190,17,11,26,123,149,2,0,0,1,1,0,0,0,0.00
25748,F,NY,12801,128,33,13,46,235,281,4,1,1,1,0,0,0,1,0.00
25749,F,NY,14609,146,31,21,34,192,226,3,1,1,0,1,0,0,0,0.00
25750,F,NJ,7055,70,37,11,65,181,246,6,2,1,2,0,0,1,0,0.00
25751,F,NY,10989,109,59,15,106,283,389,9,4,0,2,0,1,0,2,0.00
25752,M,MD,21228,212,39,29,57,155,212,5,1,1,1,1,1,0,0,0.00
25753,F,NY,10956,109,59,13,135,112,247,12,3,0,5,0,2,1,1,0.00
25754,F,NY,11379,113,9,7,29,47,76,2,1,0,0,0,0,0,1,0.00
25755,F,NY,11434,114,13,13,15,260,275,1,0,0,0,0,0,0,1,0.00
25756,F,MD,20782,207,51,21,77,141,218,7,3,0,1,1,1,1,0,0.00
25757,F,NJ,7750,77,13,13,15,57,72,1,0,1,0,0,0,0,0,0.00
25758,M,NJ,8088,80,15,15,15,89,104,1,0,0,1,0,0,0,0,0.00
25759,F,NY,14487,144,21,9,60,243,303,5,0,1,1,0,1,0,2,0.00
25760,F,NJ,7093,70,11,11,15,249,264,1,1,0,0,0,0,0,0,0.00
25761,M,PA,19095,190,5,5,15,108,123,1,0,0,0,1,0,0,0,0.00
25762,M,MD,21037,210,37,21,38,229,267,3,0,0,0,1,2,0,0,0.00
25763,M,NH,3842,38,51,3,119,99,218,11,5,3,0,1,0,1,1,0.00
25764,F,NJ,7650,76,35,35,15,149,164,1,0,0,0,0,0,0,1,0.00
25765,M,PA,19148,191,29,13,37,256,293,3,0,0,1,1,1,0,0,0.00
25766,F,NJ,7722,77,13,11,25,20,45,2,0,0,2,0,0,0,0,0.00
25767,F,NY,11722,117,9,9,15,246,261,1,0,0,0,0,0,1,0,1.00
25768,F,NY,10471,104,5,5,15,207,222,1,1,0,0,0,0,0,0,0.00
25769,F,MD,21009,210,23,15,28,38,66,2,0,0,1,0,0,1,0,0.00
25770,F,NY,11434,114,15,11,23,59,82,2,2,0,0,0,0,0,0,0.00
25771,M,PA,17022,170,15,11,26,211,237,2,1,0,0,1,0,0,0,0.00
25772,F,PA,15377,153,23,15,28,3,31,2,0,0,0,1,0,1,0,0.00
25773,M,MA,1201,12,13,13,15,64,79,1,0,0,1,0,0,0,0,0.00
25774,F,NY,11566,115,59,11,82,128,210,8,2,1,3,2,0,0,0,0.00
25775,M,NY,11580,115,23,23,15,34,49,1,0,0,0,0,0,1,0,1.00
25776,F,NJ,7013,70,15,1,50,177,227,4,1,0,3,0,0,0,0,0.00
25777,F,NY,13605,136,59,35,121,231,352,10,1,1,7,0,0,0,1,0.00
25778,M,MD,20723,207,13,13,15,7,22,1,0,0,0,0,0,1,0,0.00
25779,F,PA,19126,191,13,1,53,176,229,5,1,0,4,0,0,0,0,0.00
25780,F,PA,18914,189,1,1,15,201,216,1,0,0,1,0,0,0,0,0.00
25781,F,PA,19149,191,9,9,15,278,293,1,0,0,1,0,0,0,0,0.00
25782,F,NY,11570,115,35,7,119,156,275,11,3,2,4,0,1,1,0,0.00
25783,F,NY,10003,100,5,1,29,54,83,2,0,0,1,0,0,0,1,0.00
25784,F,NJ,8822,88,13,13,15,6,21,1,0,0,0,1,0,0,0,0.00
25785,F,NY,11735,117,41,5,85,311,396,8,4,1,0,1,0,2,0,0.00
25786,F,ME,4239,42,29,29,15,64,79,1,0,0,1,0,0,0,0,0.00
25787,M,NY,11746,117,19,17,26,283,309,2,1,0,0,1,0,0,0,0.00
25788,F,PA,19348,193,35,13,56,297,353,5,1,1,2,0,0,0,1,0.00
25789,F,MD,20777,207,9,9,15,215,230,1,1,0,0,0,0,0,0,0.00
25790,F,MD,20745,207,37,31,26,116,142,2,1,0,0,1,0,0,0,0.00
25791,F,NY,11370,113,9,3,29,215,244,2,1,0,0,0,0,0,1,0.00
25792,F,MA,2158,21,51,15,107,97,204,9,3,0,1,1,0,3,1,1.00
25793,M,NJ,8049,80,17,7,44,25,69,4,1,1,1,1,0,0,0,0.00
25794,F,NJ,8088,80,19,15,27,214,241,2,1,0,0,0,1,0,0,0.00
25795,M,NY,13850,138,15,15,15,243,258,1,0,0,0,0,0,0,1,0.00
25796,M,CT,6382,63,15,9,29,210,239,2,0,0,0,1,0,0,1,0.00
25797,F,MA,2062,20,15,13,26,125,151,2,0,0,0,2,0,0,0,0.00
25798,M,NY,11236,112,5,5,15,76,91,1,0,0,0,0,0,0,1,0.00
25799,M,PA,19064,190,11,9,29,33,62,2,0,0,1,0,0,0,1,0.00
25800,F,NJ,8724,87,69,33,109,208,317,10,3,1,3,1,0,0,2,0.00
25801,M,MD,21209,212,27,3,117,330,447,11,4,3,2,1,0,0,1,0.00
25802,F,NY,11230,112,81,35,93,178,271,8,1,1,4,0,1,0,1,0.00
25803,F,MD,21227,212,27,27,15,270,285,1,0,0,0,0,0,1,0,0.00
25804,F,CT,6410,64,11,11,15,151,166,1,0,0,0,0,0,1,0,0.00
25805,F,PA,19111,191,15,11,29,103,132,2,0,0,0,1,0,0,1,0.00
25806,F,CT,6053,60,11,11,15,106,121,1,0,0,1,0,0,0,0,0.00
25807,F,NY,10314,103,49,9,109,92,201,10,2,2,2,1,2,1,0,0.00
25808,F,NY,11740,117,3,3,15,136,151,1,0,0,0,0,0,0,1,0.00
25809,F,PA,18976,189,33,15,78,228,306,7,2,1,1,0,0,0,3,0.00
25810,F,PA,19008,190,15,7,28,266,294,2,1,0,0,0,0,1,0,0.00
25811,F,NY,11542,115,17,15,29,270,299,2,0,0,0,0,0,1,1,0.00
25812,M,PA,19134,191,11,3,29,257,286,2,0,0,0,1,0,0,1,0.00
25813,M,MD,21090,210,17,3,57,173,230,5,4,0,0,1,0,0,0,0.00
25814,M,NY,11777,117,27,5,63,154,217,6,1,1,3,1,0,0,0,0.00
25815,F,PA,19454,194,19,19,15,186,201,1,0,0,1,0,0,0,0,0.00
25816,F,NY,11226,112,9,9,15,158,173,1,0,0,1,0,0,0,0,0.00
25817,F,NY,10021,100,29,9,61,129,190,5,1,0,0,0,3,0,1,0.00
25818,F,MD,21206,212,29,11,42,104,146,4,1,1,1,0,0,1,0,0.00
25819,F,NJ,7205,72,39,3,114,288,402,9,0,1,0,3,1,1,3,0.00
25820,F,PA,17011,170,25,23,26,284,310,2,0,0,1,1,0,0,0,0.00
25821,F,NY,11772,117,41,25,37,45,82,3,0,1,0,2,0,0,0,0.00
25822,F,NJ,7004,70,35,13,98,38,136,8,2,0,0,1,2,2,1,1.00
25823,F,MD,20613,206,13,13,15,292,307,1,0,0,0,1,0,0,0,0.00
25824,F,NY,11510,115,15,11,27,150,177,2,1,0,0,0,1,0,0,0.00
25825,F,NY,10512,105,31,25,26,284,310,2,1,0,0,1,0,0,0,0.00
